0.18357,0.0,0.0
0.2012,0.0,0.0
0.21882,0.0,0.0
0.23644,0.0,0.0
0.25406,0.0,0.0
0.27168,0.0,0.0
0.28931,0.0,0.0
0.30693,0.0,0.0
0.32455,0.0,0.0
0.34217,0.0,0.0
0.35979,0.0,0.0
0.37742,0.0,0.0
0.39504,0.0,0.0
0.41266,0.0,0.0
0.43028,0.0,0.0
0.4479,0.0,0.0
0.46553,0.0,0.0
0.48315,0.0,0.0
0.50077,0.0,0.0
0.51839,0.0,0.0
0.53601,0.0,0.0
0.55364,0.0,0.0
0.57126,0.0,0.0
0.58888,0.0,0.0
0.6065,0.0,0.0
0.62412,0.0,0.0
0.64175,0.0,0.0
0.65937,0.0,0.0
0.67699,0.0,0.0
0.69461,0.0,0.0
0.71223,0.0,0.0
0.72986,0.0,0.0
0.74748,0.0,0.0
0.7651,0.0,0.0
0.78272,0.0,0.0
0.80034,0.0,0.0
0.81797,0.0,0.0
0.83559,0.0,0.0
0.85321,0.0,0.0
0.87083,0.0,0.0
0.14718,0.0,0.02564
0.16666,0.08178,0.02564
0.18614,0.13605,0.02564
0.20562,0.16727,0.02564
0.2251,0.17988,0.02564
0.24458,0.17835,0.02564
0.26407,0.1671,0.02564
0.28355,0.15062,0.02564
0.30303,0.13332,0.02564
0.32251,0.11969,0.02564
0.34199,0.11415,0.02564
0.36241,0.11415,0.02564
0.38283,0.11415,0.02564
0.40324,0.11415,0.02564
0.42366,0.11415,0.02564
0.44407,0.11415,0.02564
0.46449,0.11415,0.02564
0.48491,0.11415,0.02564
0.50532,0.11415,0.02564
0.52574,0.11415,0.02564
0.54616,0.11415,0.02564
0.56657,0.11415,0.02564
0.58699,0.11415,0.02564
0.60623,0.11395,0.02564
0.62547,0.11336,0.02564
0.64471,0.11236,0.02564
0.66395,0.11094,0.02564
0.68319,0.1091,0.02564
0.70244,0.1068,0.02564
0.72168,0.10402,0.02564
0.74092,0.10072,0.02564
0.76016,0.09684,0.02564
0.7794,0.09231,0.02564
0.79864,0.08703,0.02564
0.81788,0.08085,0.02564
0.83712,0.07356,0.02564
0.85637,0.06475,0.02564
0.87561,0.05372,0.02564
0.89485,0.03857,0.02564
0.91409,0.0,0.02564
0.1321,0.0,0.05128
0.15376,0.09593,0.05128
0.17542,0.1614,0.05128
0.19708,0.20119,0.05128
0.21874,0.22013,0.05128
0.2404,0.22299,0.05128
0.26206,0.21458,0.05128
0.28372,0.19968,0.05128
0.30538,0.1831,0.05128
0.32704,0.16964,0.05128
0.34869,0.16409,0.05128
0.36821,0.16409,0.05128
0.38773,0.16409,0.05128
0.40725,0.16409,0.05128
0.42677,0.16409,0.05128
0.44629,0.16409,0.05128
0.46581,0.16409,0.05128
0.48533,0.16409,0.05128
0.50485,0.16409,0.05128
0.52437,0.16409,0.05128
0.54389,0.16409,0.05128
