0.19402,0.13914,-0.17205,0.84906,-0.10822,0.65299,-0.64944,-0.81752,0.52796,-0.71742,0.75665,-0.30331,-0.09257,0.19924,0.37149,-0.51875,-0.71452,0.68811,0.79683,-0.03340,9.755103349
0.57678,0.96107,0.28188,0.52982,0.22692,-0.12722,-0.70084,-0.39633,0.15555,0.64247,-0.07400,-0.25227,0.38128,-0.56614,0.12447,0.57388,-0.52529,0.29286,-0.28303,-0.34074,11.60933582
0.37201,-0.49210,0.41358,0.13318,0.97020,-0.84358,-0.22216,0.79023,-0.37882,0.31584,0.37438,-0.24596,0.71368,-0.04622,0.35946,0.07764,-0.13853,0.24206,-0.57044,-0.36708,14.40430291
0.65656,0.14576,-0.31076,-0.36573,0.36701,0.64559,-0.47355,-0.04178,0.09055,0.45099,0.58401,-0.97477,-0.57651,0.47946,0.24464,-0.94001,-0.27607,-0.69038,-0.02136,-0.11666,10.82673798
0.43566,0.15533,0.74375,-0.48437,0.73285,-0.67881,-0.32191,0.90666,0.26517,0.67598,0.16405,-0.73832,0.39811,-0.34289,-0.60424,0.88159,0.44147,0.06057,0.63533,0.71178,13.96140137
0.57336,0.09262,-0.25239,0.19625,-0.02857,-0.42941,-0.10162,-0.09860,0.96041,-0.39872,-0.78338,0.16363,0.02374,0.46078,-0.73221,0.40172,0.45101,-0.01308,0.63725,0.06999,9.768504151
0.09628,0.30188,-0.01763,0.25390,0.02207,0.64356,0.63720,0.14760,0.70850,-0.05001,0.06009,0.15092,-0.45391,-0.27820,0.29742,0.99603,-0.17356,-0.34898,0.78915,0.16940,10.36967477
0.73485,-0.48053,0.15148,-0.84336,-0.22204,0.62159,0.30099,0.94458,-0.64219,0.13578,-0.51238,-0.87002,0.49864,-0.16580,0.88099,-0.90692,0.03656,0.07587,-0.59663,0.26765,13.86098074
-0.23086,-0.39832,-0.42762,-0.24258,0.06091,0.70549,-0.68110,0.63109,0.97379,-0.23302,0.60513,0.48506,0.67057,-0.74019,-0.79433,0.81035,-0.17342,-0.36041,0.33312,0.27485,10.8784809
-0.73677,0.88068,0.75706,-0.93366,0.74547,0.11709,0.16007,0.84801,0.02473,0.17382,0.64207,-0.68521,0.45792,-0.62309,-0.26173,-0.55889,-0.01752,0.13688,0.19065,-0.10110,14.05799662
0.66359,-0.68407,-0.18774,-0.09055,-0.22584,-0.93683,0.56587,0.47495,-0.11078,-0.37307,-0.09655,-0.26792,-0.42394,-0.53591,-0.94722,-0.98368,0.90863,-0.63701,-0.54899,0.00890,11.7038779
0.03075,0.50929,0.84139,-0.67679,0.77992,0.00607,-0.39007,-0.26208,0.07957,0.28323,0.13924,-0.31335,0.10253,-0.34229,-0.84805,0.09351,-0.48754,0.56641,-0.43825,-0.54098,11.68833095
0.53495,-0.92633,-0.24886,-0.73148,0.02986,0.21090,-0.92508,-0.18332,0.76979,0.26001,0.77090,0.79666,-0.77093,-0.41600,0.41534,0.04917,0.96367,0.22528,0.53507,0.52522,9.967039315
