0.19402,0.13914,-0.17205,0.84906,-0.10822,0.65299,-0.64944,-0.81752,0.52796,-0.71742,0.75665,-0.30331,-0.09257,0.19924,0.37149,-0.51875,-0.71452,0.68811,0.79683,-0.03340,9.48874
-0.69737,0.78214,-0.88319,-0.03830,-0.43243,0.95050,0.66205,0.04457,0.57203,-0.10294,-0.24739,-0.32384,0.06024,-0.24308,-0.47046,0.52109,-0.60873,0.09999,-0.89596,-0.93726,11.41997
0.81979,-0.45456,0.78695,0.10101,0.98662,0.95415,-0.45573,-0.97544,-0.10852,0.93319,-0.75342,0.61990,0.20103,0.49133,-0.96247,0.63618,0.86572,0.37689,0.48404,-0.76144,11.19062
0.37201,-0.49210,0.41358,0.13318,0.97020,-0.84358,-0.22216,0.79023,-0.37882,0.31584,0.37438,-0.24596,0.71368,-0.04622,0.35946,0.07764,-0.13853,0.24206,-0.57044,-0.36708,18.24654
0.65656,0.14576,-0.31076,-0.36573,0.36701,0.64559,-0.47355,-0.04178,0.09055,0.45099,0.58401,-0.97477,-0.57651,0.47946,0.24464,-0.94001,-0.27607,-0.69038,-0.02136,-0.11666,10.29327
0.43566,0.15533,0.74375,-0.48437,0.73285,-0.67881,-0.32191,0.90666,0.26517,0.67598,0.16405,-0.73832,0.39811,-0.34289,-0.60424,0.88159,0.44147,0.06057,0.63533,0.71178,15.98789
0.57336,0.09262,-0.25239,0.19625,-0.02857,-0.42941,-0.10162,-0.09860,0.96041,-0.39872,-0.78338,0.16363,0.02374,0.46078,-0.73221,0.40172,0.45101,-0.01308,0.63725,0.06999,10.19140
-0.54892,0.67290,-0.41184,-0.83379,-0.97882,0.30924,0.96010,-0.27431,0.58634,0.13722,-0.99614,0.60070,0.20106,0.61260,0.00375,-0.43255,0.64670,-0.81733,-0.79661,0.95586,17.39040
0.73485,-0.48053,0.15148,-0.84336,-0.22204,0.62159,0.30099,0.94458,-0.64219,0.13578,-0.51238,-0.87002,0.49864,-0.16580,0.88099,-0.90692,0.03656,0.07587,-0.59663,0.26765,19.03519
-0.23086,-0.39832,-0.42762,-0.24258,0.06091,0.70549,-0.68110,0.63109,0.97379,-0.23302,0.60513,0.48506,0.67057,-0.74019,-0.79433,0.81035,-0.17342,-0.36041,0.33312,0.27485,11.23008
-0.73677,0.88068,0.75706,-0.93366,0.74547,0.11709,0.16007,0.84801,0.02473,0.17382,0.64207,-0.68521,0.45792,-0.62309,-0.26173,-0.55889,-0.01752,0.13688,0.19065,-0.10110,14.25107
0.66359,-0.68407,-0.18774,-0.09055,-0.22584,-0.93683,0.56587,0.47495,-0.11078,-0.37307,-0.09655,-0.26792,-0.42394,-0.53591,-0.94722,-0.98368,0.90863,-0.63701,-0.54899,0.00890,11.06163
0.03075,0.50929,0.84139,-0.67679,0.77992,0.00607,-0.39007,-0.26208,0.07957,0.28323,0.13924,-0.31335,0.10253,-0.34229,-0.84805,0.09351,-0.48754,0.56641,-0.43825,-0.54098,11.30662
0.53495,-0.92633,-0.24886,-0.73148,0.02986,0.21090,-0.92508,-0.18332,0.76979,0.26001,0.77090,0.79666,-0.77093,-0.41600,0.41534,0.04917,0.96367,0.22528,0.53507,0.52522,11.10296
0.01304,-0.31785,0.68277,-0.36664,0.30885,-0.81081,-0.16490,0.06819,0.07606,0.91770,-0.98666,-0.31302,0.60092,0.30222,-0.19705,0.36157,0.63516,-0.04284,-0.30349,0.05221,15.62502
0.21236,-0.27782,-0.29587,-0.44638,0.06030,0.59675,-0.24260,-0.87769,-0.58703,-0.29216,0.02210,-0.22296,-0.28350,0.31186,0.53850,-0.14899,0.99258,-0.17409,0.71122,-0.66447,9.78810
0.38059,-0.87957,-0.28260,-0.68454,-0.39729,0.04890,0.79568,-0.79442,-0.50928,-0.32765,0.36520,0.93700,0.16574,-0.47637,-0.48325,-0.21050,-0.86618,0.66777,0.92638,-0.20566,11.22579
0.57435,-0.45731,0.26438,-0.39456,0.66532,0.99484,-0.56980,-0.32134,0.02914,-0.22726,-0.86265,0.50138,-0.43659,0.57195,0.59698,0.39000,-0.63819,0.06901,-0.27066,-0.11936,11.65276
-0.96990,0.84742,0.14574,0.40085,0.46017,0.45830,-0.89900,0.97915,-0.70500,-0.23361,0.48278,0.58497,0.81818,0.25049,-0.21088,0.30360,-0.13891,0.05725,0.00037,-0.34253,12.71471
-0.06799,0.21210,0.68784,-0.71434,-0.46747,0.91594,-0.89681,0.32600,0.41261,-0.46302,0.63563,-0.87641,-0.65360,-0.00506,-0.32601,-0.26728,-0.42279,0.90982,0.81693,-0.83073,9.85311
-0.54261,0.52143,0.23449,-0.17009,0.09852,-0.48624,-0.13378,0.12879,0.46107,-0.57688,-0.45827,-0.13486,0.66455,0.17615,-0.83777,0.71298,0.15875,0.79498,-0.63951,-0.04293,15.18147
0.65985,0.31053,-0.18083,0.38219,-0.49664,-0.67856,0.43674,0.57422,-0.40604,-0.10695,-0.26308,0.45039,-0.29186,0.33817,-0.86503,0.93554,-0.36624,0.60614,0.78226,0.15394,16.32499
0.13682,-0.42790,-0.21029,-0.12435,0.13779,0.09340,0.35407,-0.23912,-0.61897,0.07187,-0.41692,-0.61465,0.02068,-0.15594,0.72873,-0.69127,0.56234,-0.64312,0.81256,-0.50464,11.13767
0.20509,-0.32069,-0.93224,-0.37424,0.02826,0.09372,-0.75323,0.04221,-0.53782,-0.15583,-0.13303,-0.82351,-0.80745,0.00553,-0.05668,-0.58615,0.56725,-0.56169,-0.36057,0.36180,11.17582
