0.12527,0.0,0.0
0.14429,0.0,0.0
0.16331,0.0,0.0
0.18233,0.0,0.0
0.20135,0.0,0.0
0.22037,0.0,0.0
0.23939,0.0,0.0
0.25841,0.0,0.0
0.27743,0.0,0.0
0.29645,0.0,0.0
0.31547,0.0,0.0
0.33449,0.0,0.0
0.35351,0.0,0.0
0.37253,0.0,0.0
0.39155,0.0,0.0
0.41057,0.0,0.0
0.42959,0.0,0.0
0.44861,0.0,0.0
0.46763,0.0,0.0
0.48665,0.0,0.0
0.50567,0.0,0.0
0.52469,0.0,0.0
0.54371,0.0,0.0
0.56273,0.0,0.0
0.58175,0.0,0.0
0.60077,0.0,0.0
0.61979,0.0,0.0
0.63881,0.0,0.0
0.65783,0.0,0.0
0.67685,0.0,0.0
0.69587,0.0,0.0
0.71488,0.0,0.0
0.7339,0.0,0.0
0.75292,0.0,0.0
0.77194,0.0,0.0
0.79096,0.0,0.0
0.80998,0.0,0.0
0.829,0.0,0.0
0.84802,0.0,0.0
0.86704,0.0,0.0
0.04083,0.0,0.02564
0.06267,0.38031,0.02564
0.08451,0.49628,0.02564
0.10635,0.55225,0.02564
0.1282,0.56665,0.02564
0.15004,0.56665,0.02564
0.17188,0.56665,0.02564
0.19372,0.56665,0.02564
0.21556,0.56665,0.02564
0.2374,0.56665,0.02564
0.25924,0.56665,0.02564
0.28109,0.56816,0.02564
0.30293,0.9346,0.02564
0.32477,1.0,0.02564
0.34661,1.0,0.02564
0.3689,1.0,0.02564
0.39119,1.0,0.02564
0.41348,1.0,0.02564
0.43577,1.0,0.02564
0.45806,1.0,0.02564
0.48035,1.0,0.02564
0.50264,1.0,0.02564
0.52493,1.0,0.02564
0.54722,1.0,0.02564
0.56951,1.0,0.02564
0.5918,1.0,0.02564
0.61409,1.0,0.02564
0.63638,1.0,0.02564
0.65867,1.0,0.02564
0.68097,1.0,0.02564
0.70326,1.0,0.02564
0.72555,1.0,0.02564
0.74784,1.0,0.02564
0.77013,1.0,0.02564
0.79242,1.0,0.02564
0.81471,1.0,0.02564
0.837,1.0,0.02564
0.85929,1.0,0.02564
0.88469,1.0,0.02564
0.9101,0.0,0.02564
0.01517,0.0,0.05128
0.03907,0.4596,0.05128
0.06296,0.60912,0.05128
0.08686,0.69239,0.05128
0.11075,0.73237,0.05128
0.13464,0.73883,0.05128
0.15854,0.73883,0.05128
